Hillard Leffler,67,96,50,63,89,92,84,78,79,83,90
Salma Kris,95,54,95,93,66,57,81,55,97,98,95
Jeanette Yundt,95,80,86,84,84,96,99,85,88,92,92
Rogers Gislason,100,81,85,77,99,88,61,86,89,94,81
Angelica Okuneva,89,89,79,93,86,88,93,57,84,54,59
Bryana Goyette,98,91,63,99,82,53,79,99,54,95,96
Myrl Boyer,53,92,93,99,87,73,90,90,93,100,79
Sanford Nienow,51,76,77,94,86,99,86,71,86,99,55
Maria Reichel,60,71,91,87,81,86,76,62,80,99,75
Fletcher Homenick,71,85,93,87,82,93,83,90,98,88,96
Maryjane Rowe,90,58,91,81,90,59,76,0,69,96,96
Alessandro Donnelly,89,53,95,86,93,87,67,92,71,70,94
Ryley Hirthe,96,85,60,92,83,84,94,82,81,96,62
Dereck Becker,73,89,94,93,77,80,70,82,99,100,98
Brisa O'Reilly,85,58,96,85,85,86,91,93,63,97,77
Domingo Carroll,52,74,88,86,93,92,93,52,67,83,95
Gerald Grady,53,87,89,74,52,62,91,73,94,78,91
Archibald Lehner,96,87,70,0,79,81,85,87,100,89,91
Noble Kohler,96,54,60,96,83,83,88,88,94,57,97
Lane Hauck,93,100,89,97,84,88,99,84,50,89,98
Zakary McDermott,81,59,58,90,89,95,0,91,95,52,88
Annamae Langworth,100,68,84,90,80,56,96,92,97,62,83
Raphael Leuschke,68,83,78,87,97,87,50,81,82,90,89
Beverly Boyer,92,97,73,70,93,91,90,89,99,55,87
Lonny Lubowitz,67,99,89,90,50,91,93,99,98,89,100
Isom Cruickshank,61,86,92,75,82,72,93,100,96,51,83
Donato Grimes,77,88,94,59,0,92,79,81,73,88,51
Vivienne Hamill,81,99,96,95,92,92,50,76,100,90,83
Kane Donnelly,76,91,83,64,81,100,83,92,70,92,94
Lisandro Toy,93,96,88,81,71,73,68,92,100,84,55
Kolby Ratke,82,86,88,52,67,88,70,89,95,93,96
Milton Hayes,89,99,84,87,75,86,86,80,88,72,59
Mallie Leuschke,99,93,78,57,84,92,68,82,88,50,95
Leo Kilback,93,62,100,52,96,80,61,88,77,80,81
Marianne Lockman,87,98,69,65,98,83,98,97,95,68,81
Stephan Jacobs,70,62,96,90,83,94,87,81,79,92,53
Elias Mante,89,66,89,83,90,99,89,52,81,100,100
Raymond Jones,81,94,93,93,0,93,73,89,63,73,88
Edgar Jacobson,65,92,98,80,95,56,0,82,50,64,93
Camron Kulas,51,51,91,62,64,85,0,97,58,91,54
Shayna Von,0,81,98,83,87,80,97,100,84,87,0
Brett Quitzon,54,62,60,74,82,84,92,96,96,82,99
Delbert Rice,92,55,84,90,57,99,94,90,98,50,85
Holly Cronin,86,97,90,74,65,83,81,85,63,85,97
Forrest Yundt,76,95,91,86,98,55,94,91,54,92,50
Wilburn DuBuque,88,80,97,88,100,70,72,92,70,72,81
Howell O'Conner,50,87,0,80,89,64,76,86,84,62,65
Sabina Blanda,98,88,78,90,96,96,71,57,81,96,80
Chance Davis,82,84,95,96,97,82,97,50,86,80,96
Bria Bartoletti,63,82,51,80,92,94,84,96,74,87,71
Katharina Williamson,0,86,89,68,81,80,90,94,91,83,81
Desmond Reynolds,100,82,73,53,50,87,83,83,58,76,76
Kira Stiedemann,83,64,89,95,71,87,99,88,59,68,95
Tiffany Hamill,83,53,99,95,63,94,67,0,89,96,98
Julien Monahan,59,99,74,64,91,85,87,70,93,61,55
Aimee Herzog,84,0,93,75,70,80,68,83,96,68,87
Gerald Hayes,66,54,98,51,78,89,94,89,97,0,97
Stacy Oberbrunner,62,86,69,68,70,82,100,81,62,64,88
Manuel Nicolas,87,97,80,99,90,67,88,93,64,84,65
Granville D'Amore,64,53,94,52,95,73,98,76,89,77
Pearl Wyman,65,89,58,85,90,99,73,66,89,93
Nyah Roberts,81,96,83,82,93,71,81,65,86,74
Ryann Green,53,85,80,91,98,90,62,83,84,71
Daphne Klocko,69,80,81,53,58,52,93,51,79,85
Gerry Witting,80,54,95,85,54,85,78,72,80,83
Kyler Hackett,84,50,95,96,61,83,52,96,93,61
Isaac Zboncak,58,96,84,86,60,0,91,65,82,89
Fabiola Goldner,80,87,84,84,87,82,88,66,93,58
Ryan Kshlerin,52,90,92,51,100,100,64,84,98,90
Maynard Toy,60,91,85,79,94,100,90,53,86,83
Loren Parisian,54,86,100,96,78,83,93,74,94,64
Arlo Hirthe,94,98,99,74,81,67,83,94,76,77
Rowan Lynch,82,100,60,63,89,81,77,97,99,95
Donald Hoeger,76,88,96,88,76,100,0,80,95,82
Breanna Gutkowski,97,66,84,91,85,96,69,79,85,86
Berenice Smitham,57,85,64,54,80,94,79,91,98,56
Elias Wiza,95,67,99,96,98,95,70,67,95,94
Keyon Erdman,91,71,57,96,56,72,80,83,63,0
Alberta Dietrich,87,83,99,98,50,99,71,90,59,86
Coleman Schroeder,93,95,66,61,84,86,93,60,92,81
Ken Tromp,83,99,71,98,93,60,94,64,65,80
Oleta Feeney,58,89,94,78,99,77,87,57,89,92
Sister Lebsack,92,53,64,91,50,97,92,100,89,96
Josefa Littel,86,97,95,82,84,93,87,87,89,74
Odessa Armstrong,66,67,83,85,92,81,50,76,99,95
Delpha Hane,85,89,90,93,93,53,93,84,99,95
Gail Kunde,84,95,94,89,56,86,92,88,83,81
Maymie Beer,88,69,97,52,89,87,92,78,100,60
Jo Zemlak,73,0,64,88,92,100,93,100,61,66
Edwardo Swift,78,85,72,69,99,100,92,98,76,56
Easton Emmerich,87,91,68,61,90,80,94,91,91,81
Cleo Tremblay,79,92,84,93,97,72,80,83,72,77
Eva Effertz,83,80,84,68,62,85,98,75,84,88
Jules Reynolds,99,62,78,92,94,50,87,94,99,95
Rowan Rosenbaum,83,65,60,72,57,91,91,75,100,70
Cade Bruen,81,82,83,92,76,86,84,96,91,93
Dalton Hagenes,81,88,59,96,100,98,59,52,95,99
Alec Pfeffer,92,85,78,100,100,83,99,92,90,92
Emmanuelle Bauch,98,92,93,85,53,83,86,92,92,62
Rose Brekke,92,53,87,90,88,100,95,80,84,88
Abbie Schiller,86,91,54,84,76,50,90,86,79,52
Ernie Orn,92,88,86,80,62,62,0,85,86,89
Lesly Lakin,100,88,55,53,97,85,95,97,92,65
Arlie D'Amore,63,54,92,90,61,94,82,90,76,92
Ova Corwin,65,50,0,0,95,95,91,55,98,57
Mason Borer,72,98,100,69,82,87,75,50,100,69
Raheem Keebler,70,59,90,86,82,83,86,92,89,86
Ricardo Kilback,93,80,90,83,83,79,74,64,86,87
Waylon Jerde,51,67,90,58,86,63,51,91,97,85
Omari Stracke,94,84,89,86,92,94,88,97,51,81
Aidan Breitenberg,72,88,76,91,53,91,92,98,79,90
Carolanne Kertzmann,68,69,70,94,92,96,84,88,65,93
Victor Vandervort,87,54,98,53,99,77,65,65,91,87
Isaiah Deckow,74,77,83,70,87,99,91,84,82,92
Eve Schimmel,97,55,90,97,99,88,86,55,98,64
Russel Welch,81,93,88,99,83,99,62,96,94,56
Sterling Greenholt,67,96,78,73,82,93,89,87,54,50
Marquise Macejkovic,59,91,99,98,57,88,90,87,51,73
Adella Heller,78,92,92,66,95,93,83,86,90,81
Tressa Zulauf,85,96,78,89,96,80,100,57,90,99
Alexzander Lowe,83,97,85,73,100,100,0,68,95,98
Sidney Pfeffer,90,55,94,53,76,97,69,76,69,79
Trace Kessler,92,59,86,76,89,54,75,74,85,88
Sydnee Jones,82,0,89,99,81,86,97,54,100,64
Enid O'Hara,83,80,84,86,81,76,98,83,59,62
Akeem Vandervort,90,81,82,57,100,87,66,83,90,94
Gaston Mills,58,88,50,88,63,51,84,89,93,93
Laverne Herzog,52,84,56,98,81,82,68,94,84,93
Neil Feil,68,100,95,90,81,94,81,100,65,97
Hulda Cummerata,72,95,77,72,84,51,88,58,86,94
Lola Mueller,91,100,91,98,86,76,99,97,94,67
Joaquin Welch,92,95,91,94,94,72,59,0,55,67
Jackeline Christiansen,59,70,91,50,96,86,58,75,87,82
Vladimir Carroll,91,96,57,91,81,88,92,88,96,90
Meagan Paucek,97,95,87,84,85,66,89,80,63,87
Jerome Beier,58,60,95,80,69,85,57,82,83,89
Ariane Pfeffer,68,95,95,91,85,83,80,70,54,100
Jessyca Kulas,71,99,61,83,87,54,75,72,85,86
Allen McCullough,98,97,66,96,57,88,100,93,82,53
Lea Rohan,90,100,97,75,78,83,66,89,63,91
Adele Lueilwitz,57,100,83,81,88,93,99,97,99,69
Leonel Jaskolski,82,63,92,82,100,93,80,92,66,60
Leatha Borer,53,94,70,90,73,93,63,99,75,89
Lorena Carroll,93,95,64,75,81,84,85,97,81,50
Fae Hilpert,88,68,90,89,55,76,81,100,98,65
Tiana Runte,56,77,81,55,95,62,88,100,87,80
Denis Bode,89,81,83,92,97,95,86,56,82,95
Zander Lang,65,80,91,74,95,0,87,82,79,90
Hilma Langworth,96,98,90,88,88,88,84,89,97,95
Stella Labadie,97,60,100,62,100,96,97,50,91,50
Tracey Streich,90,100,60,95,68,91,72,83,73,66
Xavier Volkman,73,97,91,69,89,74,52,90,82,83
Heather Jerde,87,97,82,87,100,98,66,88,74,98
Thalia Daniel,70,85,95,96,60,96,71,78,90,88
Amparo Padberg,99,59,75,71,65,83,66,91,95,89
Cody Cormier,84,84,82,89,88,97,87,63,91,95
Waldo Lubowitz,95,83,82,60,83,85,94,87,85,89
Elinor Lakin,99,93,84,86,90,50,69,83,93,80
Anahi Renner,87,88,59,84,55,50,85,98,88,94
Donna Kuvalis,99,93,82,58,96,59,95,87,85,79
Jerry Fadel,88,87,64,61,73,97,86,93,80,90
Jaunita Rowe,70,67,92,91,92,80,54,63,84,57
Jerrell O'Hara,50,80,99,75,58,100,0,80,71,100
Jacinto Towne,91,84,74,90,89,81,98,95,99,60
Adelia Casper,59,88,87,85,90,99,82,94,100,82
Holly Cormier,87,89,95,83,80,90,93,52,72,86
Abigayle Terry,78,94,72,90,67,72,62,82,67,98
Brook Conn,84,95,99,52,80,0,98,89,84,97
Claudie Ratke,63,80,93,86,61,97,96,62,90,87
Carey Heathcote,100,83,77,86,83,60,86,89,92,91
Giles Schamberger,61,100,81,0,52,62,93,53,73,72
Elwin O'Reilly,80,69,89,87,53,91,98,85,94,95
Zena Legros,92,50,87,68,92,83,81,99,84,0
Ignacio Dibbert,99,61,73,98,83,95,93,87,71,75
Xander Kulas,81,77,77,97,81,51,84,94,92,63
Adah Howe,65,95,74,83,95,82,60,72,72,62
Alyson Torphy,97,84,86,92,88,91,86,73,80,89
Shannon Schamberger,97,99,64,98,56,95,54,80,95,94
Beverly Ondricka,51,80,0,69,86,57,80,0,82,97
Clifton Abernathy,97,81,65,100,69,91,85,62,54,54
Davin Kuhic,51,55,63,52,62,52,92,100,91,62
Alejandrin Crona,63,97,94,82,100,81,95,88,86,94
Molly Wintheiser,56,89,98,90,81,0,50,0,56,90
Allie Oberbrunner,92,84,83,74,82,100,99,62,58,87
Precious Konopelski,100,83,82,85,86,61,81,61,95,92
Candace Herman,74,89,86,59,96,91,85,91,78,87
Zoe Cruickshank,62,99,93,50,82,61,92,72,52,59
Kennedi Bartell,82,100,89,83,88,85,77,86,79,73
Marvin Beahan,77,84,87,86,89,84,87,87,80,85
Rey McKenzie,88,56,84,86,92,98,84,87,55,79
Maritza Fisher,96,61,86,71,96,85,50,83,82,96
Dylan Pacocha,90,84,58,94,56,99,87,65,54,77
Simone Swift,99,80,58,80,88,82,76,87,52,0
Enos Hayes,95,52,84,81,53,96,85,100,98,87
Abbey Hauck,55,74,89,61,51,83,85,97,92,82
Courtney Morissette,51,64,87,57,83,88,76,84,65,66
Jeffry Franecki,98,97,62,96,91,52,98,100,83,89
Stacey Wisoky,90,92,84,75,56,100,84,97,66,52
Tevin Shanahan,58,91,93,84,94,96,93,79,82,90
Trinity O'Connell,93,69,87,92,82,92,66,97,86,94
Isabella Reichert,90,67,82,93,72,75,92,78,59,84
Karley Brekke,58,94,91,71,90,55,99,91,51,84
Barrett Russel,91,86,98,80,99,84,88,96,97,97
Dax Kutch,92,98,86,87,82,57,55,100,97,94
Ruthe Price,93,87,89,0,78,85,98,88,93,99
Imani Terry,62,89,78,97,90,70,51,84,70,63
Kara Bins,95,95,84,99,0,96,87,95,82,87
Gisselle Reinger,94,62,76,94,86,86,95,73,96,84
Andy Marquardt,59,93,91,80,62,87,89,85,99,66
Domenick Weissnat,95,88,59,83,92,92,82,92,71,92
Tania Little,82,100,95,55,95,90,0,80,58,97
Manuela Wilderman,83,61,78,92,56,68,55,83,64,82
Laverna Considine,80,68,88,90,100,82,80,86,71,92
Savanah Osinski,88,93,86,52,85,65,83,59,89,91
Elinore Gaylord,85,84,93,92,75,93,80,94,55,99
Otto Johns,57,98,74,56,90,90,86,88,96,88
Augustine Cummings,83,87,82,84,86,96,80,60,81,90
Keyon Skiles,95,50,62,99,71,92,93,55,92,55
Mabel Denesik,69,100,85,65,55,86,91,90,65,89
Brody Larson,85,78,56,82,100,96,98,94,93,80
Gabrielle Kshlerin,55,0,0,95,80,53,63,72,95,80
Annabelle Heaney,92,81,93,84,92,79,50,60,86,55
Philip Lynch,89,91,78,77,85,94,63,92,81,59
Willy Kuvalis,91,90,89,95,98,96,79,70,94,81
Adalberto Fahey,54,96,82,88,87,92,62,96,86,87
Sabryna Bruen,87,82,90,83,80,68,83,94,76,96
Dedrick Rath,90,62,85,87,98,96,97,53,94,73
Alexie Beier,90,96,81,70,75,94,93,84,56,60
Jensen Terry,50,93,82,83,66,87,69,62,98,65
Adeline Breitenberg,83,88,99,89,71,56,56,86,67,80
Nils Gibson,96,97,90,99,53,83,87,61,95,89
Alexie Kunde,76,85,83,96,50,81,93,93,94,72
Hoyt Waelchi,88,83,97,94,99,81,59,98,76,99
Bette Schuster,65,64,75,80,99,85,94,83,63,95
Steve Tillman,88,96,85,97,68,80,58,84,97,80
Misty Weissnat,90,95,85,87,97,51,87,99,77,88
Retta Bechtelar,89,97,96,93,90,88,90,89,80,98
Meda Russel,82,51,80,88,52,91,95,86,60,93
Clementine Rolfson,62,82,84,100,84,56,95,86,52,88
Murl Auer,81,85,93,96,89,74,91,96,53,86
Russel Jacobs,86,64,80,60,81,81,91,85,71,97
Helena Waters,71,91,95,84,78,77,98,96,100,0
Magdalen Klein,79,87,54,81,53,85,88,51,97,85
Elenor Hills,81,99,63,86,52,96,89,86,91,57
Gabriel Oberbrunner,99,67,99,98,89,82,90,80,89,71
Mireya Schumm,82,93,89,50,85,71,93,94,93,94
Enrico Weimann,80,89,95,96,98,0,82,88,100,80
Cheyanne Krajcik,65,83,98,86,82,74,99,92,79,80
Jordane Yost,51,92,95,90,62,60,85,61,57,54
Ashlynn Hudson,75,89,83,74,99,84,65,60,82,86
Ana Davis,85,83,90,96,99,72,96,97,80,52
Jevon Spinka,92,81,92,92,93,93,0,53,82,75
Alena Harber,64,90,83,97,65,92,90,82,83,54
Elda Halvorson,66,68,97,77,97,97,83,91,54,86
Else Gottlieb,62,88,84,72,96,77,86,88,81,81
Alyce Schroeder,91,59,88,96,85,94,86,0,83,95
Kari Greenfelder,97,72,91,88,84,96,90,87,100,74
Ulises Kessler,64,79,92,83,100,90,88,78,78,99
Judge Denesik,88,85,96,88,94,83,58,56,87,63
